"Id","WnvPresent"
"727","0.008"
"728","0.008"
"729","0.008"
"730","0.006"
"731","0.006"
"732","0.006"
"733","0.006"
"734","0.006"
"735","0.006"
"736","0.006"
"737","0.004"
"738","0.004"
"739","0.004"
"740","0.004"
"741","0.004"
"742","0.004"
"743","0.004"
"744","0.004"
"745","0.002"
"746","0.006"
"747","0.002"
"748","0.002"
"749","0.002"
"750","0.002"
"751","0.002"
"752","0.002"
"753","0.008"
"754","0.008"
"755","0.004"
"756","0.004"
"757","0.004"
"758","0.004"
"759","0.004"
"760","0.004"
"761","0.002"
"762","0.006"
"763","0.002"
"764","0.002"
"765","0.002"
"766","0.002"
"767","0.002"
"768","0.002"
"769","0.002"
"770","0.002"
"771","0.002"
"772","0.002"
"773","0.002"
"774","0.002"
"775","0.002"
"776","0.002"
"777","0.008"
"778","0.01"
"779","0.008"
"780","0.008"
"781","0.008"
"782","0.008"
"783","0.008"
"784","0.008"
"785","0.002"
"786","0.002"
"787","0.002"
"788","0.002"
"789","0.002"
"790","0.002"
"791","0.002"
"792","0.002"
"793","0.002"
"794","0"
"795","0"
"796","0"
"797","0"
"798","0"
"799","0"
"800","0"
"801","0.004"
"802","0.002"
"803","0.002"
"804","0.002"
"805","0.002"
"806","0.002"
"807","0.002"
"808","0.002"
"809","0"
"810","0"
"811","0"
"812","0"
"813","0"
"814","0"
"815","0"
"816","0"
"817","0.096"
"818","0.048"
"819","0.056"
"820","0.056"
"821","0.056"
"822","0.056"
"823","0.056"
"824","0.056"
"825","0.002"
"826","0.002"
"827","0.002"
"828","0.002"
"829","0.002"
"830","0.002"
"831","0.002"
"832","0.002"
"833","0.002"
"834","0.002"
"835","0.002"
"836","0.002"
"837","0.002"
"838","0.002"
"839","0.002"
"840","0.002"
"841","0.004"
"842","0.008"
"843","0.004"
"844","0.004"
"845","0.004"
"846","0.004"
"847","0.004"
"848","0.004"
"849","0.004"
"850","0.004"
"851","0.004"
"852","0.004"
"853","0.004"
"854","0.004"
"855","0.004"
"856","0.004"
"857","0.012"
"858","0.008"
"859","0.008"
"860","0.008"
"861","0.008"
"862","0.008"
"863","0.008"
"864","0.008"
"865","0.006"
"866","0.006"
"867","0.006"
"868","0.006"
"869","0.006"
"870","0.006"
"871","0.006"
"872","0.006"
"873","0.088"
"874","0.046"
"875","0.052"
"876","0.052"
"877","0.052"
"878","0.052"
"879","0.052"
"880","0.052"
"881","0.012"
"882","0.014"
"883","0.012"
"884","0.012"
"885","0.012"
"886","0.012"
"887","0.012"
"888","0.012"
"889","0.014"
"890","0.02"
"891","0.014"
"892","0.014"
"893","0.014"
"894","0.014"
"895","0.014"
"896","0.014"
"897","0.002"
"898","0.006"
"899","0.002"
"900","0.002"
"901","0.002"
"902","0.002"
"903","0.002"
"904","0.002"
"905","0.006"
"906","0.006"
"907","0.004"
"908","0.004"
"909","0.004"
"910","0.004"
"911","0.004"
"912","0.004"
"913","0.002"
"914","0.002"
"915","0.002"
"916","0.002"
"917","0.002"
"918","0.002"
"919","0.002"
"920","0.002"
"921","0.008"
"922","0.002"
"923","0.002"
"924","0.002"
"925","0.002"
"926","0.002"
"927","0.002"
"928","0.002"
"929","0.01"
"930","0.006"
"931","0.006"
"932","0.006"
"933","0.006"
"934","0.006"
"935","0.006"
"936","0.006"
"937","0.016"
"938","0.022"
"939","0.012"
"940","0.012"
"941","0.012"
"942","0.012"
"943","0.012"
"944","0.012"
"945","0.018"
"946","0.022"
"947","0.012"
"948","0.012"
"949","0.012"
"950","0.012"
"951","0.012"
"952","0.012"
"953","0.008"
"954","0.014"
"955","0.008"
"956","0.008"
"957","0.008"
"958","0.008"
"959","0.008"
"960","0.008"
"961","0.002"
"962","0.002"
"963","0.002"
"964","0.002"
"965","0.002"
"966","0.002"
"967","0.002"
"968","0.002"
"969","0"
"970","0.002"
"971","0"
"972","0"
"973","0"
"974","0"
"975","0"
"976","0"
"977","0.004"
"978","0.002"
"979","0.002"
"980","0.002"
"981","0.002"
"982","0.002"
"983","0.002"
"984","0.002"
"985","0.01"
"986","0.012"
"987","0.01"
"988","0.01"
"989","0.01"
"990","0.01"
"991","0.01"
"992","0.01"
"993","0.012"
"994","0.006"
"995","0.006"
"996","0.006"
"997","0.006"
"998","0.006"
"999","0.006"
"1000","0.006"
"1001","0.002"
"1002","0.006"
"1003","0.002"
"1004","0.002"
"1005","0.002"
"1006","0.002"
"1007","0.002"
"1008","0.002"
"1009","0.006"
"1010","0.008"
"1011","0.004"
"1012","0.004"
"1013","0.004"
"1014","0.004"
"1015","0.004"
"1016","0.004"
"1017","0.004"
"1018","0.006"
"1019","0.002"
"1020","0.002"
"1021","0.002"
"1022","0.002"
"1023","0.002"
"1024","0.002"
"1025","0.002"
"1026","0.006"
"1027","0.002"
"1028","0.002"
"1029","0.002"
"1030","0.002"
"1031","0.002"
"1032","0.002"
"1033","0.008"
"1034","0.008"
"1035","0.004"
"1036","0.004"
"1037","0.004"
"1038","0.004"
"1039","0.004"
"1040","0.004"
"1041","0.006"
"1042","0.008"
"1043","0.006"
"1044","0.006"
"1045","0.006"
"1046","0.006"
"1047","0.006"
"1048","0.006"
"1049","0.004"
"1050","0.004"
"1051","0.004"
"1052","0.004"
"1053","0.004"
"1054","0.004"
"1055","0.004"
"1056","0.004"
"1057","0.002"
"1058","0.002"
"1059","0.002"
"1060","0.002"
"1061","0.002"
"1062","0.002"
"1063","0.002"
"1064","0.002"
"1065","0.002"
"1066","0.002"
"1067","0.002"
"1068","0.002"
"1069","0.002"
"1070","0.002"
"1071","0.002"
"1072","0.002"
"1073","0.004"
"1074","0.004"
"1075","0.004"
"1076","0.004"
"1077","0.004"
"1078","0.004"
"1079","0.004"
"1080","0.004"
"1081","0.008"
"1082","0.01"
"1083","0.006"
"1084","0.006"
"1085","0.006"
"1086","0.006"
"1087","0.006"
"1088","0.006"
"1089","0.002"
"1090","0.008"
"1091","0.004"
"1092","0.004"
"1093","0.004"
"1094","0.004"
"1095","0.004"
"1096","0.004"
"1097","0.002"
"1098","0.006"
"1099","0.002"
"1100","0.002"
"1101","0.002"
"1102","0.002"
"1103","0.002"
"1104","0.002"
"1105","0.002"
"1106","0.002"
"1107","0.002"
"1108","0.002"
"1109","0.002"
"1110","0.002"
"1111","0.002"
"1112","0.002"
"1113","0.002"
"1114","0.002"
"1115","0.002"
"1116","0.002"
"1117","0.002"
"1118","0.002"
"1119","0.002"
"1120","0.002"
"1121","0.006"
"1122","0.008"
"1123","0.004"
"1124","0.004"
"1125","0.004"
"1126","0.004"
"1127","0.004"
"1128","0.004"
"1129","0.01"
"1130","0.008"
"1131","0.006"
"1132","0.006"
"1133","0.006"
"1134","0.006"
"1135","0.006"
"1136","0.006"
"1137","0.016"
"1138","0.01"
"1139","0.01"
"1140","0.01"
"1141","0.01"
"1142","0.01"
"1143","0.01"
"1144","0.01"
"1145","0.008"
"1146","0.01"
"1147","0.006"
"1148","0.006"
"1149","0.006"
"1150","0.006"
"1151","0.006"
"1152","0.006"
"1153","0.002"
"1154","0.002"
"1155","0.002"
"1156","0.002"
"1157","0.002"
"1158","0.002"
"1159","0.002"
"1160","0.002"
"1161","0.008"
"1162","0.008"
"1163","0.004"
"1164","0.004"
"1165","0.004"
"1166","0.004"
"1167","0.004"
"1168","0.004"
"1169","0.006"
"1170","0.008"
"1171","0.006"
"1172","0.006"
"1173","0.006"
"1174","0.006"
"1175","0.006"
"1176","0.006"
"1177","0.006"
"1178","0.01"
"1179","0.006"
"1180","0.006"
"1181","0.006"
"1182","0.006"
"1183","0.006"
"1184","0.006"
"1185","0.004"
"1186","0.006"
"1187","0.002"
"1188","0.002"
"1189","0.002"
"1190","0.002"
"1191","0.002"
"1192","0.002"
"1193","0"
"1194","0"
"1195","0"
"1196","0"
"1197","0"
"1198","0"
"1199","0"
"1200","0"
"1201","0.002"
"1202","0.002"
"1203","0.002"
"1204","0.002"
"1205","0.002"
"1206","0.002"
"1207","0.002"
"1208","0.002"
"1209","0.014"
"1210","0.018"
"1211","0.012"
"1212","0.012"
"1213","0.012"
"1214","0.012"
"1215","0.012"
"1216","0.012"
"1217","0.01"
"1218","0.008"
"1219","0.008"
"1220","0.008"
"1221","0.008"
"1222","0.008"
"1223","0.008"
"1224","0.008"
"1225","0.012"
"1226","0.014"
"1227","0.01"
"1228","0.01"
"1229","0.01"
"1230","0.01"
"1231","0.01"
"1232","0.01"
"1233","0.004"
"1234","0.004"
"1235","0.004"
"1236","0.004"
"1237","0.004"
"1238","0.004"
"1239","0.004"
"1240","0.004"
"1241","0.004"
"1242","0.004"
"1243","0.004"
"1244","0.004"
"1245","0.004"
"1246","0.004"
"1247","0.004"
"1248","0.004"
"1249","0.008"
"1250","0.004"
"1251","0.006"
"1252","0.006"
"1253","0.006"
"1254","0.006"
"1255","0.006"
"1256","0.006"
"1257","0.006"
"1258","0.004"
"1259","0.004"
"1260","0.004"
"1261","0.004"
"1262","0.004"
"1263","0.004"
"1264","0.004"
"1265","0.006"
"1266","0.008"
"1267","0.006"
"1268","0.006"
"1269","0.006"
"1270","0.006"
"1271","0.006"
"1272","0.006"
"1273","0.006"
"1274","0.006"
"1275","0.006"
"1276","0.006"
"1277","0.006"
"1278","0.006"
"1279","0.006"
"1280","0.006"
"1281","0.028"
"1282","0.016"
"1283","0.016"
"1284","0.016"
"1285","0.016"
"1286","0.016"
"1287","0.016"
"1288","0.016"
"1289","0.006"
"1290","0.004"
"1291","0.006"
"1292","0.006"
"1293","0.006"
"1294","0.006"
"1295","0.006"
"1296","0.006"
"1297","0.016"
"1298","0.014"
"1299","0.016"
"1300","0.016"
"1301","0.016"
"1302","0.016"
"1303","0.016"
"1304","0.016"
"1305","0.01"
"1306","0.008"
"1307","0.008"
"1308","0.008"
"1309","0.008"
"1310","0.008"
"1311","0.008"
"1312","0.008"
"1313","0.012"
"1314","0.012"
"1315","0.012"
"1316","0.012"
"1317","0.012"
"1318","0.012"
"1319","0.012"
"1320","0.012"
"1321","0.014"
"1322","0.01"
"1323","0.01"
"1324","0.01"
"1325","0.01"
"1326","0.01"
"1327","0.01"
"1328","0.01"
"1329","0.01"
"1330","0.01"
"1331","0.01"
"1332","0.01"
"1333","0.01"
"1334","0.01"
"1335","0.01"
"1336","0.01"
"1337","0.008"
"1338","0.012"
"1339","0.008"
"1340","0.008"
"1341","0.008"
"1342","0.008"
"1343","0.008"
"1344","0.008"
"1345","0.006"
"1346","0.004"
"1347","0.004"
"1348","0.004"
"1349","0.004"
"1350","0.004"
"1351","0.004"
"1352","0.004"
"1353","0.014"
"1354","0.012"
"1355","0.008"
"1356","0.008"
"1357","0.008"
"1358","0.008"
"1359","0.008"
"1360","0.008"
"1361","0.02"
"1362","0.02"
"1363","0.014"
"1364","0.014"
"1365","0.014"
"1366","0.014"
"1367","0.014"
"1368","0.014"
"1369","0.018"
"1370","0.014"
"1371","0.01"
"1372","0.01"
"1373","0.01"
"1374","0.01"
"1375","0.01"
"1376","0.01"
"1377","0.018"
"1378","0.022"
"1379","0.016"
"1380","0.016"
"1381","0.016"
"1382","0.016"
"1383","0.016"
"1384","0.016"
"1385","0.008"
"1386","0.01"
"1387","0.006"
"1388","0.006"
"1389","0.006"
"1390","0.006"
"1391","0.006"
"1392","0.006"
"1393","0.01"
"1394","0.01"
"1395","0.008"
"1396","0.008"
"1397","0.008"
"1398","0.008"
"1399","0.008"
"1400","0.008"
"1401","0.012"
"1402","0.014"
"1403","0.012"
"1404","0.012"
"1405","0.012"
"1406","0.012"
"1407","0.012"
"1408","0.012"
"1409","0.004"
"1410","0.016"
"1411","0.006"
"1412","0.006"
"1413","0.006"
"1414","0.006"
"1415","0.006"
"1416","0.006"
"1417","0.006"
"1418","0.006"
"1419","0.008"
"1420","0.008"
"1421","0.008"
"1422","0.008"
"1423","0.008"
"1424","0.008"
"1425","0.004"
"1426","0.004"
"1427","0.004"
"1428","0.004"
"1429","0.004"
"1430","0.004"
"1431","0.004"
"1432","0.004"
"1433","0.016"
"1434","0.014"
"1435","0.016"
"1436","0.016"
"1437","0.016"
"1438","0.016"
"1439","0.016"
"1440","0.016"
"1441","0.022"
"1442","0.014"
"1443","0.01"
"1444","0.01"
"1445","0.01"
"1446","0.01"
"1447","0.01"
"1448","0.01"
"1449","0.012"
"1450","0.016"
"1451","0.014"
"1452","0.014"
"1453","0.014"
"1454","0.014"
"1455","0.014"
"1456","0.014"
"1457","0.022"
"1458","0.02"
"1459","0.018"
"1460","0.018"
"1461","0.018"
"1462","0.018"
"1463","0.018"
"1464","0.018"
"1465","0.012"
"1466","0.014"
"1467","0.014"
"1468","0.014"
"1469","0.014"
"1470","0.014"
"1471","0.014"
"1472","0.014"
"1473","0.008"
"1474","0.014"
"1475","0.008"
"1476","0.008"
"1477","0.008"
"1478","0.008"
"1479","0.008"
"1480","0.008"
"1481","0.008"
"1482","0.018"
"1483","0.008"
"1484","0.008"
"1485","0.008"
"1486","0.008"
"1487","0.008"
"1488","0.008"
"1489","0.008"
"1490","0.006"
"1491","0.006"
"1492","0.006"
"1493","0.006"
"1494","0.006"
"1495","0.006"
"1496","0.006"
"1497","0.008"
"1498","0.004"
"1499","0.004"
"1500","0.004"
"1501","0.004"
"1502","0.004"
"1503","0.004"
"1504","0.004"
"1505","0.012"
"1506","0.008"
"1507","0.006"
"1508","0.006"
"1509","0.006"
"1510","0.006"
"1511","0.006"
"1512","0.006"
"1513","0.006"
"1514","0.012"
"1515","0.006"
"1516","0.006"
"1517","0.006"
"1518","0.006"
"1519","0.006"
"1520","0.006"
"1521","0.004"
"1522","0.014"
"1523","0.006"
"1524","0.006"
"1525","0.006"
"1526","0.006"
"1527","0.006"
"1528","0.006"
"1529","0.022"
"1530","0.012"
"1531","0.008"
"1532","0.008"
"1533","0.008"
"1534","0.008"
"1535","0.008"
"1536","0.008"
"1537","0.018"
"1538","0.018"
"1539","0.018"
"1540","0.018"
"1541","0.018"
"1542","0.018"
"1543","0.018"
"1544","0.018"
"1545","0.018"
"1546","0.022"
"1547","0.016"
"1548","0.016"
"1549","0.016"
"1550","0.016"
"1551","0.016"
"1552","0.016"
"1553","0.01"
"1554","0.012"
"1555","0.01"
"1556","0.01"
"1557","0.01"
"1558","0.01"
"1559","0.01"
"1560","0.01"
"1561","0.012"
"1562","0.014"
"1563","0.01"
"1564","0.01"
"1565","0.01"
"1566","0.01"
"1567","0.01"
"1568","0.01"
"1569","0.012"
"1570","0.014"
"1571","0.012"
"1572","0.012"
"1573","0.012"
"1574","0.012"
"1575","0.012"
"1576","0.012"
"1577","0.01"
"1578","0.006"
"1579","0.004"
"1580","0.004"
"1581","0.004"
"1582","0.004"
"1583","0.004"
"1584","0.004"
"1585","0.012"
"1586","0.01"
"1587","0.012"
"1588","0.012"
"1589","0.012"
"1590","0.012"
"1591","0.012"
"1592","0.012"
"1593","0.004"
"1594","0.006"
"1595","0.004"
"1596","0.004"
"1597","0.004"
"1598","0.004"
"1599","0.004"
"1600","0.004"
"1601","0.012"
"1602","0.014"
"1603","0.016"
"1604","0.016"
"1605","0.016"
"1606","0.016"
"1607","0.016"
"1608","0.016"
"1609","0.014"
"1610","0.01"
"1611","0.01"
"1612","0.01"
"1613","0.01"
"1614","0.01"
"1615","0.01"
"1616","0.01"
"1617","0.004"
"1618","0.01"
"1619","0.004"
"1620","0.004"
"1621","0.004"
"1622","0.004"
"1623","0.004"
"1624","0.004"
"1625","0.008"
"1626","0.01"
"1627","0.008"
"1628","0.008"
"1629","0.008"
"1630","0.008"
"1631","0.008"
"1632","0.008"
"1633","0.004"
"1634","0.014"
"1635","0.004"
"1636","0.004"
"1637","0.004"
"1638","0.004"
"1639","0.004"
"1640","0.004"
"1641","0.006"
"1642","0.008"
"1643","0.008"
"1644","0.008"
"1645","0.008"
"1646","0.008"
"1647","0.008"
"1648","0.008"
"1649","0.01"
"1650","0.008"
"1651","0.01"
"1652","0.01"
"1653","0.01"
"1654","0.01"
"1655","0.01"
"1656","0.01"
"1657","0.006"
"1658","0.016"
"1659","0.006"
"1660","0.006"
"1661","0.006"
"1662","0.006"
"1663","0.006"
"1664","0.006"
"1665","0.014"
"1666","0.01"
"1667","0.01"
"1668","0.01"
"1669","0.01"
"1670","0.01"
"1671","0.01"
"1672","0.01"
"1673","0.008"
"1674","0.006"
